datetime,AAL,close,AAL_return,LUV_return,LUV_markout_1h,LUV_markout_2h,LUV_markout_4h,signal
2016-01-04 09:00:00+00:00,41.09,41.69,,,0.0,0.0,0.09000000000000341,
2016-01-04 10:00:00+00:00,41.09,41.69,0.0,0.0,0.0,0.21000000000000085,-0.1699999999999946,-3.9477392104819095e-05
2016-01-04 11:00:00+00:00,41.09,41.69,0.0,0.0,0.21000000000000085,0.09000000000000341,0.060000000000002274,-3.9477392104819095e-05
2016-01-04 12:00:00+00:00,41.36,41.9,0.006570941834996252,0.005037179179659412,-0.11999999999999744,-0.37999999999999545,0.240000000000002,0.0024508307056156312
2016-01-04 13:00:00+00:00,41.15,41.78,-0.005077369439071587,-0.0028639618138424213,-0.259999999999998,-0.030000000000001137,0.21000000000000085,-0.0009354708809469255
2016-01-04 14:00:00+00:00,40.59,41.52,-0.013608748481166347,-0.006223073240785017,0.22999999999999687,0.6199999999999974,0.42249999999999943,-0.0009878535136018975
2016-01-04 15:00:00+00:00,40.77,41.75,0.004434589800443452,0.005539499036608788,0.39000000000000057,0.240000000000002,0.020000000000003126,0.003781192166687211
2016-01-04 16:00:00+00:00,40.91,42.14,0.0034338974736324124,0.009341317365269474,-0.14999999999999858,-0.197499999999998,-0.1700000000000017,0.00797087488573094
2016-01-04 17:00:00+00:00,41.18,41.99,0.006599853336592597,-0.003559563360227778,-0.04749999999999943,-0.21999999999999886,0.00999999999999801,-0.006157117818010297
2016-01-04 18:00:00+00:00,41.22,41.9425,0.0009713453132588428,-0.001131221719457,-0.17249999999999943,0.027499999999996305,0.05749999999999744,-0.0015471887154935055
2016-01-04 19:00:00+00:00,40.7,41.77,-0.012615235322658807,-0.004112773439828322,0.19999999999999574,0.22999999999999687,0.22999999999999687,0.0007373645142287168
2016-01-04 20:00:00+00:00,40.9,41.97,0.004914004914004809,0.004788125448886659,0.030000000000001137,0.030000000000001137,0.030000000000001137,0.0028439991759579026
2016-01-04 21:00:00+00:00,40.93,42.0,0.0007334963325183652,0.0007147962830593552,0.0,0.0,0.0,0.0003910186117997482
2016-01-04 22:00:00+00:00,40.93,42.0,0.0,0.0,0.0,0.0,0.0,-3.9477392104819095e-05
2016-01-04 23:00:00+00:00,40.93,42.0,0.0,0.0,0.0,0.0,0.0,-3.9477392104819095e-05
2016-01-05 00:00:00+00:00,41.0,42.0,0.0017102369899829046,0.0,0.0,0.0,0.0,-0.0007023584892789621
2016-01-05 09:00:00+00:00,41.0,42.0,0.0,0.0,0.0,0.0,0.0,-3.9477392104819095e-05
2016-01-05 10:00:00+00:00,41.0,42.0,0.0,0.0,0.0,0.0,-0.10000000000000142,-3.9477392104819095e-05
2016-01-05 11:00:00+00:00,41.0,42.0,0.0,0.0,0.0,0.0,0.7899999999999991,-3.9477392104819095e-05
2016-01-05 12:00:00+00:00,41.0,42.0,0.0,0.0,0.0,-0.10000000000000142,0.29999999999999716,-3.9477392104819095e-05
2016-01-05 13:00:00+00:00,41.01,42.0,0.00024390243902434173,0.0,-0.10000000000000142,0.7899999999999991,0.8049999999999997,-0.00013401301338472212
2016-01-05 14:00:00+00:00,40.45,41.9,-0.013655206047305418,-0.002380952380952415,0.8900000000000006,0.3999999999999986,0.990000000000002,0.002872274115230956
2016-01-05 15:00:00+00:00,40.78,42.79,0.008158220024721836,0.021241050119331757,-0.490000000000002,0.015000000000000568,-0.0799999999999983,0.018039478893067888
2016-01-05 16:00:00+00:00,40.24,42.3,-0.013241785188818026,-0.011451273662070624,0.5050000000000026,0.5900000000000034,0.1600000000000037,-0.0063582874564867085
2016-01-05 17:00:00+00:00,40.76,42.805,0.012922465208747416,0.011938534278959871,0.08500000000000085,-0.09499999999999886,-0.34499999999999886,0.006890360451248895
2016-01-05 18:00:00+00:00,40.9,42.89,0.003434739941118758,0.001985749328349512,-0.17999999999999972,-0.4299999999999997,-0.4299999999999997,0.0006149803117433347
2016-01-05 19:00:00+00:00,40.75,42.71,-0.0036674816625916523,-0.004196782466775465,-0.25,-0.25,-0.10999999999999943,-0.0028147584631064123
2016-01-05 20:00:00+00:00,40.52,42.46,-0.005644171779141028,-0.005853430110044486,0.0,0.0,0.14000000000000057,-0.0037052488305673406
2016-01-05 21:00:00+00:00,40.53,42.46,0.00024679170779856884,0.0,0.0,0.14000000000000057,0.14000000000000057,-0.0001351328825410487
2016-01-05 22:00:00+00:00,40.55,42.46,0.0004934616333579083,0.0,0.14000000000000057,0.14000000000000057,0.14000000000000057,-0.000230741170662728
2016-01-05 23:00:00+00:00,40.55,42.6,0.0,0.003297220913801238,0.0,0.0,0.0,0.0032577435216964187
2016-01-06 00:00:00+00:00,40.62,42.6,0.0017262638717632623,0.0,0.0,0.0,0.0,-0.0007085704453067347
2016-01-06 09:00:00+00:00,40.62,42.6,0.0,0.0,0.0,0.0,-0.8500000000000014,-3.9477392104819095e-05
2016-01-06 10:00:00+00:00,40.62,42.6,0.0,0.0,0.0,0.0,-0.030000000000001137,-3.9477392104819095e-05
2016-01-06 11:00:00+00:00,39.78,42.6,-0.02067946824224511,0.0,0.0,-0.8500000000000014,0.44999999999999574,0.007975802757773305
2016-01-06 12:00:00+00:00,39.8,42.6,0.0005027652086474616,0.0,-0.8500000000000014,-0.030000000000001137,0.7590000000000003,-0.00023434719967023004
2016-01-06 13:00:00+00:00,40.12,41.75,0.008040201005025133,-0.01995305164319252,0.8200000000000003,1.2999999999999972,1.4200000000000017,-0.0231088791639219
2016-01-06 14:00:00+00:00,40.99,42.57,0.021684945164506596,0.01964071856287426,0.4799999999999969,0.7890000000000015,0.259999999999998,0.011196242140224003
2016-01-06 15:00:00+00:00,41.49,43.05,0.01219809709685289,0.011275546159267015,0.3090000000000046,0.12000000000000455,-0.42619999999999436,0.006508134548478622
2016-01-06 16:00:00+00:00,41.395,43.359,-0.0022897083634610474,0.007177700348432163,-0.18900000000000006,-0.5290000000000035,-0.4890000000000043,0.008025704867354799
2016-01-06 17:00:00+00:00,41.4671,43.17,0.0017417562507548964,-0.004358956618003184,-0.3400000000000034,-0.5461999999999989,-0.3200000000000003,-0.005073531848169539
2016-01-06 18:00:00+00:00,41.35,42.83,-0.00282392547344764,-0.007875839703497879,-0.2061999999999955,0.03999999999999915,0.020000000000003126,-0.0068207747443723606
2016-01-06 19:00:00+00:00,40.9022,42.6238,-0.01082950423216447,-0.004814382442213297,0.24619999999999465,0.22619999999999862,0.22619999999999862,-0.0006563868002791512
2016-01-06 20:00:00+00:00,41.23,42.87,0.008014238842898336,0.00577611569123341,-0.01999999999999602,-0.01999999999999602,0.23000000000000398,0.0026303510019223793
2016-01-06 21:00:00+00:00,41.25,42.85,0.00048508367693434704,-0.00046652670865397766,0.0,0.0,0.25,-0.00069402061652292
2016-01-06 22:00:00+00:00,41.37,42.85,0.002909090909090847,0.0,0.0,0.25,0.25,-0.00116702952955259
2016-01-06 23:00:00+00:00,41.5,42.85,0.0031423737007493973,0.0,0.25,0.25,0.25,-0.0012574490174903478
2016-01-07 00:00:00+00:00,41.48,43.1,-0.0004819277108434488,0.005834305717619603,0.0,0.0,0.0,0.005981621601296828
2016-01-07 09:00:00+00:00,41.48,43.1,0.0,0.0,0.0,0.0,-0.7700000000000031,-3.9477392104819095e-05
2016-01-07 10:00:00+00:00,40.4,43.1,-0.026036644165863026,0.0,0.0,0.0,-0.6300000000000026,0.010052222970178045
2016-01-07 11:00:00+00:00,40.4,43.1,0.0,0.0,0.0,-0.7700000000000031,-0.7137999999999991,-3.9477392104819095e-05
2016-01-07 12:00:00+00:00,40.4,43.1,0.0,0.0,-0.7700000000000031,-0.6300000000000026,-0.9600000000000009,-3.9477392104819095e-05
2016-01-07 13:00:00+00:00,40.75,42.33,0.008663366336633699,-0.017865429234338818,0.14000000000000057,0.056200000000004025,-0.27899999999999636,-0.02126279317438147
2016-01-07 14:00:00+00:00,40.48,42.47,-0.006625766871165721,0.0033073470351996357,-0.08379999999999654,-0.3299999999999983,-0.5649999999999977,0.005835990692343275
2016-01-07 15:00:00+00:00,40.6,42.3862,0.0029644268774704683,-0.0019731575229573004,-0.24620000000000175,-0.3352000000000004,-0.34620000000000317,-0.003161635055124454
2016-01-07 16:00:00+00:00,40.4101,42.14,-0.00467733990147787,-0.005808494274079813,-0.08899999999999864,-0.23499999999999943,-0.18999999999999773,-0.004035053208737959
2016-01-07 17:00:00+00:00,40.4,42.051,-0.00024993751562112765,-0.002112007593735136,-0.1460000000000008,-0.011000000000002785,0.05999999999999517,-0.0020546101927263007
2016-01-07 18:00:00+00:00,40.16,41.905,-0.00594059405940599,-0.0034719745071461034,0.134999999999998,0.045000000000001705,-0.005000000000002558,-0.0012089011235221145
2016-01-07 19:00:00+00:00,40.46,42.04,0.007470119521912458,0.003221572604701062,-0.0899999999999963,0.07099999999999795,-0.14000000000000057,0.000286706413435249
2016-01-07 20:00:00+00:00,40.44,41.95,-0.000494315373208184,-0.002140818268315802,0.16099999999999426,-0.05000000000000426,-0.10000000000000142,-0.0019887009756713674
2016-01-07 21:00:00+00:00,40.45,42.111,0.00024727992087055184,0.0038379022646005782,-0.21099999999999852,-0.21099999999999852,-0.2609999999999957,0.003702580152602614
2016-01-07 22:00:00+00:00,40.25,41.9,-0.004944375772558784,-0.00501056731020395,0.0,-0.04999999999999716,-0.04999999999999716,-0.0031336241967577926
2016-01-07 23:00:00+00:00,40.25,41.9,0.0,0.0,-0.04999999999999716,-0.04999999999999716,-0.04999999999999716,-3.9477392104819095e-05
2016-01-08 00:00:00+00:00,40.24,41.85,-0.00024844720496889467,-0.0011933174224342997,0.0,0.0,0.0,-0.0011364976599434412
2016-01-08 09:00:00+00:00,40.24,41.85,0.0,0.0,0.0,0.0,1.019999999999996,-3.9477392104819095e-05
2016-01-08 10:00:00+00:00,40.24,41.85,0.0,0.0,0.0,0.0,0.7199999999999989,-3.9477392104819095e-05
2016-01-08 11:00:00+00:00,40.24,41.85,0.0,0.0,0.0,1.019999999999996,0.8799999999999955,-3.9477392104819095e-05
2016-01-08 12:00:00+00:00,40.24,41.85,0.0,0.0,1.019999999999996,0.7199999999999989,0.8099999999999952,-3.9477392104819095e-05
2016-01-08 13:00:00+00:00,40.88,42.87,0.01590457256461234,0.02437275985663073,-0.29999999999999716,-0.14000000000000057,-0.015000000000000568,0.01816873300531828
2016-01-08 14:00:00+00:00,40.86,42.57,-0.00048923679060673,-0.006997900629810991,0.1599999999999966,0.0899999999999963,0.3100000000000023,-0.006847751775708501
2016-01-08 15:00:00+00:00,41.165,42.73,0.007464512971120894,0.003758515386422283,-0.07000000000000028,0.125,-0.24989999999999668,0.0008258222720819736
2016-01-08 16:00:00+00:00,41.13,42.66,-0.0008502368516943177,-0.0016381933068102103,0.19500000000000028,0.22000000000000597,-0.4399999999999977,-0.0013481222559740005
2016-01-08 17:00:00+00:00,40.97,42.855,-0.0038901045465597785,0.004571026722925464,0.025000000000005684,-0.3748999999999967,-0.644999999999996,0.006039338476447441
